ID	DEDUP_SUFFIX	DATAYEAR_MERGED	LOAN_AMOUNT	CERPANA_VYSE_2022	CERPANA_VYSE_2023	CERPANA_VYSE_2024	rate_2022	rate_2023	rate_2024	FIXED_OR_VARIABLE	FIXED_NOSTRING_OR_VARIABLE_STRING	ucel_2022	ucel_2023	ucel_2024
00250953-45244782-20190911-20280731-16000000		2022 + 2023	16000000	15305876.11 	15305876.11 		1,3	1,3		FIXED	FIXED_NOSTRING	Průtah silnice III/1765 Bělčice	Průtah silnice III/1765 Bělčice	
00250970-00001350-20210723-20401031-15000000		2022 + 2023 + 2024	15000000	14999999.40 	14999999.40 	14999999.40 	1,36	1,36	1,36	FIXED	FIXED_NOSTRING	zbourání statku čp. 11, výstavba 3 RD, přípojek vody,přístupové komunikace, ref. úvěrů na rek. fary	zbourání statku čp. 11, výstavba 3 RD, přípojek vody,přístupové komunikace, ref. úvěrů na rek. fary	zbourání statku čp. 11, výstavba 3 RD, přípojek vody,přístupové komunikace, ref. úvěrů na rek. fary
00250970-00001350-20231222-20281220-2000000		2023 + 2024	2000000		2000000.00 	2000000.00 		5,80	5,80	FIXED	FIXED_NOSTRING		nákup pozemků	nákup pozemků
00250996-45317054-20030703-20220405-21224000		2022	21224000	21224000.00 			3M PRIBOR + 0,23			FIXED	VARIABLE_STRING	výstavba 2 bytových domů s celkem 42 nájemními byty v Blatné v sídlišti Nad Lomnicí bloky D a E		
00251038-45317054-20190129-20231231-2545000		2022 + 2023	2545000	2545000.00 	2545000.00 		0,40	0,4		FIXED	FIXED_NOSTRING	Retenční nádrž Třtí na  Cehnickém potoce	Retenční nádrž Třtí na  Cehnickém potoce	
00251038-45317054-20200519-20271231-6924000		2022 + 2023 + 2024	6924000	5721990.00 	5721990.00 	5721990.00 	0,40	0,4	0	VARIABLE	FIXED_NOSTRING	Výstavba vodovodu a kanalizace - ZTV Cehnice	Výstavba vodovodu a kanalizace - ZTV Cehnice	Výstavba vodovodu a kanalizace - ZTV Cehnice
00251038-45317054-20220328-20321231-8000000		2022 + 2023 + 2024	8000000	7998616.33 	7998616.33 	7998616.33 	3,85	3,85	0	VARIABLE	FIXED_NOSTRING	Cehnice - kanalizace a ČOV	Cehnice - kanalizace a ČOV	Cehnice - kanalizace a ČOV
00251038-45317054-20221215-20231031-3000000		2022 + 2023	3000000	3000000.00 	3000000.00 		0,50	0		VARIABLE	FIXED_NOSTRING	Cehnice - kanalizace a ČOV - předfinancování dotace	Cehnice - kanalizace a ČOV - předfinancování dotace	
00251054-45317054-20170724-20281231-13150000		2022 + 2023 + 2024	13150000	13150000.00 	13150000.00 	13150000.00 	0,63	0,63	0,63	FIXED	FIXED_NOSTRING	Plánované akce v obci Čejetice v roce 2017-2018	Plánované akce v obci Čejetice v roce 2017-2018	Plánované akce v obci Čejetice v roce 2017-2018
00251054-49021117-20180625-20280630-4000000		2022 + 2023 + 2024	4000000	4000000.00 	4000000.00 	4000000.00 	0	0	0	FIXED	FIXED_NOSTRING	Kanalizace a vodovod Vídeňská ulice, Čejetice	Kanalizace a vodovod Vídeňská ulice, Čejetice	Kanalizace a vodovod Vídeňská ulice, Čejetice
00251101-25672720-20140603-20240420-2108597		2022 + 2023 + 2024	2108597	2083207.00 	2083207.00 	2083207.00 	5,4	5,4	5,4	FIXED	FIXED_NOSTRING	Rekonstrukcce budovy p.č. st. 91/1 v k.ú. Doubravice	Rekonstrukcce budovy p.č. st. 91/1 v k.ú. Doubravice	Rekonstrukcce budovy p.č. st. 91/1 v k.ú. Doubravice
00251232-49021117-20170425-20260430-1800000		2022 + 2023 + 2024	1800000	1800000.00 	1800000.00 	1800000.00 	0	0	0	FIXED	FIXED_NOSTRING	Kanalizace Hoštice	Kanalizace Hoštice	Kanalizace Hoštice
00251241-00251984-20231219-20241231-20811273		2023	20811273		0.00 			0		FIXED	FIXED_NOSTRING		Cyklostezka Chelčice - Vodňany	
00251241-00251984-20240429-20251231-17844174		2024	17844174			15167548.05 			0	FIXED	FIXED_NOSTRING			Cyklostezka Chelčice - Vodňany
00251241-45317054-20211111-20270831-1993000		2022 + 2023 + 2024	1993000	1993000.00 	1993000.00 	1993000.00 	3,55	3,55	3,55	FIXED	FIXED_NOSTRING	Rekonstrukce víceúčelového hřiště	Rekonstrukce víceúčelového hřiště	Rekonstrukce víceúčelového hřiště
00251241-45317054-20240207-20261231-4414512		2024	4414512			4379667.60 			3,9	FIXED	FIXED_NOSTRING			Cyklostezka Chelčice - Vodňany
00251241-48222623-20220704-20321231-3000000		2022 + 2023 + 2024	3000000	3000000.00 	3000000.00 	3000000.00 	0	0	0	FIXED	FIXED_NOSTRING	Rekonstrukce MŠ Chelčice	Rekonstrukce MŠ Chelčice	Rekonstrukce MŠ Chelčice
00251267-60849657-20171211-20221231-1000000		2022	1000000	1000000.00 			0			FIXED	FIXED_NOSTRING	vodojem		
00251267-60849657-20180727-20231231-1000000		2022 + 2023	1000000	1000000.00 	1000000.00 		0	0		FIXED	FIXED_NOSTRING	vodovod	vodovod	
00251283-45244782-20171012-20271231-3500000		2022 + 2023 + 2024	3500000	3500000.00 	3500000.00 	3500000.00 	1,06	1,06	1,06	FIXED	FIXED_NOSTRING	koupě LDT Vrbno	koupě LDT Vrbno	koupě LDT Vrbno
00251305-00001350-20161229-20311231-3000000		2022 + 2023 + 2024	3000000	3000000.00 	3000000.00 	3000000.00 	0,51% p.a	0,51% p.a.	0,51% p.a.	FIXED	FIXED_NOSTRING	Katovice, Husovo náměstí - obnova kanalizace - ul.Jílkova	Katovice, Husovo náměstí - obnova kanalizace - ul.Jílkova	Katovice, Husovo náměstí - obnova kanalizace - ul.Jílkova
00251305-45244782-20040413-20231231-10000000		2022 + 2023	10000000	10000000.00 	10000000.00 		5,51 % p.a.	5,51 % p.a.		FIXED	FIXED_NOSTRING	Výstavba ČOV a kanalizace	Výstavba ČOV a kanalizace	
00251305-45244782-20130208-20230125-8800000		2022 + 2023	8800000	8800000.00 	8800000.00 		1,92% p.a	1,92% p.a.		FIXED	FIXED_NOSTRING	Zateplení a stavební úpravy ZŠ a MŠ Katovice	Zateplení a stavební úpravy ZŠ a MŠ Katovice	
00251305-45244782-20150810-20301231-3000000		2022 + 2023 + 2024	3000000	3000000.00 	3000000.00 	3000000.00 	1,06%	1,06%	1,06%	FIXED	FIXED_NOSTRING	Koupě pozemku st.p.č. 9/1, jehož součástí je stavba č.p.6 a pozemku p.č.2243 do vlastnictví městyse	Koupě pozemku st.p.č. 9/1, jehož součástí je stavba č.p.6 a pozemku p.č.2243 do vlastnictví městyse	Koupě pozemku st.p.č. 9/1, jehož součástí je stavba č.p.6 a pozemku p.č.2243 do vlastnictví městyse
00251305-45317054-20210831-20411231-43000000		2022 + 2023 + 2024	43000000	43000000.00 	43000000.00 	43000000.00 	6M PRIBOR+0,09% p.a.	6M PRIBOR +0,09% p.a.	6M PRIBOR +0,09% p.a.	VARIABLE	VARIABLE_STRING	Katovice - mateřská škola Katovice - 1. etapa	Katovice - mateřská škola Katovice - 1. etapa	Katovice - mateřská škola Katovice - 1. etapa
00251461-45244782-20230308-20330331-10000000		2023 + 2024	10000000		1629094.85 	6159776.78 		4,42	4,42	FIXED	FIXED_NOSTRING		Výstavba sociálních bytových domů	Výstavba sociálních bytových domů
00251593-45317054-20160701-20281231-7000000		2022 + 2023	7000000	7000000.00 	7000000.00 		0,47 % p.a.	0,47% p.a.		FIXED	FIXED_NOSTRING	výstavba Komunitního domu pro seniory	výstavba Komunitního domu pro seniory	
00251631-45244782-20120919-20220820-900000		2022	900000	897963.00 			2,50			FIXED	FIXED_NOSTRING	Kanalizace  Osek II-obytná zóna		
00251631-45317054-20230828-20280930-4000000		2023 + 2024	4000000		4000000.00 	4000000.00 		5,16	5,16	FIXED	FIXED_NOSTRING		nákup nemovitosti	nákup nemovitosti
00251682-45317054-20121205-20271130-10786076		2022 + 2023	10786076	10786076.00 	10786076.00 		8,62	8,62		FIXED	FIXED_NOSTRING	Oprava Spolkového domu R.Berana	Oprava Spolkového domu R.Berana	
00251691-00001350-20131122-20231025-4969668		2022 + 2023	4969668	4969668.00 	4969668.00 		pohyblivá	pohyblivá		FIXED	VARIABLE_STRING	Přestavba objektu sokolovny na víceúčelové kulturní centrum v obci Předslavice	Přestavba objektu sokolovny na víceúčelové kulturní centrum v obci Předslavice	
00251704-49021117-20181215-20281215-4370000		2022 + 2023 + 2024	4370000	4370000.00 	4370000.00 	4370000.00 	0	0	0	FIXED	FIXED_NOSTRING	Vodovod Kbelnice-Slatina	Vodovod Kbelnice-Slatina	Vodovod Kbelnice-Slatina
00251721-45317054-20210810-20411231-20000000		2022 + 2023	20000000	20000000.00 	20000000.00 		3,6	4,4		VARIABLE	FIXED_NOSTRING	Rekonstrukce a přístavba Sokolovny Radomyšl	Rekonstrukce a přístavba Sokolovny Radomyšl	
00251798-00001350-20160304-20231220-3053000		2022	3053000	3053000.00 			0			FIXED	FIXED_NOSTRING	Čistírna odpadních vod		
00251798-00001350-20180925-20260921-700000		2022 + 2023 + 2024	700000	700000.00 	700000.00 	700000.00 	0	0	0	FIXED	FIXED_NOSTRING	Vodovod	Vodovod	Vodovod
00251810-00001350-20041130-20240630-70000000		2022 + 2023	70000000	69171000.00 	69171000.00 		Pribor 3M+0,15 p.a.	Pribor 3M+0,15 p.a.		FIXED	VARIABLE_STRING	Pivovar Strakonice - nákup HIM	Pivovar Strakonice-nákup HIM	
00251810-00001350-20041130-20241231-70000000		2024	70000000			69171000.00 			Pribor 3M +0,15 p.a.	FIXED	VARIABLE_STRING			Pivovar Strakonice - nákup HIM
00251810-00020729-20100910-20221231-22547933		2022	22547933	22448965.00 			1%			FIXED	FIXED_NOSTRING	Intenzifaikace ČOV + kanalizace		
00251810-45805369-20220709-20230628-319999		2022	319999	319999.98 			5,9%			FIXED	FIXED_NOSTRING	nákup vozidel MP		
00251895-00001350-20170929-20220120-9000000		2022	9000000	9000000.00 			1,41			FIXED	FIXED_NOSTRING	výstavba ŘD, ul. Slatinská		
00251984-45244782-20171009-20231231-18500000		2022 + 2023	18500000	18500000.00 	18500000.00 		1M PRIBOR + 0,04 %, 1.1.2019 1,05 % p.a.	1M PRIBOR + 0,04 %, 1.1.2019 1,05 % p.a.		FIXED	VARIABLE_STRING	Areál Škorna ve Vodňanech	Areál Škorna ve Vodňanech	
00251984-45317054-20210526-20230531-52000000		2022	52000000	52000000.00 			1M PRIBOR + 0,08 %			FIXED	VARIABLE_STRING	Výstavba pavilonu Základní školy pro jazykovou, polytechnickou a přírovědeckou výuku		
00251984-45317054-20210929-20260331-15500000		2022 + 2023 + 2024	15500000	13548222.71 	13548222.71 	13548222.71 	1M PRIBOR + 0,24 %	1M PRIBOR + 0,24 %	1M PRIBOR + 0,24 %	FIXED	VARIABLE_STRING	Snížené energetické náročnosti domova mládeže SOUs Vodňany	Snížené energetické náročnosti domova mládeže SOUs Vodňany	Snížené energetické náročnosti domova mládeže SOUs Vodňany
00251984-45317054-20210929-20281231-25000000		2022 + 2023 + 2024	25000000	22428451.40 	22428451.40 	22428451.40 	1M PRIBOR + 0,25 %	1M PRIBOR + 0,25 %	1M PRIBOR + 0,25 %	FIXED	VARIABLE_STRING	Rekonstrukce víceúčelové haly Vodňany	Rekonstrukce víceúčelové haly Vodňany	Rekonstrukce víceúčelové haly Vodňany
00251984-49021117-20170315-20270530-4000000		2022 + 2023 + 2024	4000000	4000000.00 	4000000.00 	4000000.00 	0 %	0 %	0 %	FIXED	FIXED_NOSTRING	Rekonstrukce ulice Dr. Hajného a Uličky	Rekonstrukce ulice Dr. Hajného a Uličky	Rekonstrukce ulice Dr. Hajného a Uličky
00252000-00001350-20200916-20300916-8000000		2022 + 2023 + 2024	8000000	0.00 	0.00 	0.00 	0	0	0	FIXED	FIXED_NOSTRING	Kontokorentní účet	Kontokorentní účet	Kontokorentní účet
00252000-00001350-20210716-20240323-2000000		2022 + 2023 + 2024	2000000	2000000.00 	1333000.00 	2000000.00 	0	0	0	FIXED	FIXED_NOSTRING	pořízení nákladního auta	pořízení nákladního auta	pořízení nákladního auta
00252000-45244782-20221202-20431231-32000000		2022 + 2023 + 2024	32000000	0.00 	31990034.94 	31990034.94 	4,26	4,26	4,26	FIXED	FIXED_NOSTRING	výstavba dům pro seniory  24b.j.KODUS	výstavba dům pro seniory  24b.j.KODUS	výstavba dům pro seniory  24b.j.KODUS
00252000-49021117-20230930-20330930-3056000		2023	3056000		3056000.00 			0		FIXED	FIXED_NOSTRING		financování staveb- ČOV-kanalizace	
00252000-49021117-20230930-20330930-6112000		2024	6112000			6112000.00 			0	FIXED	FIXED_NOSTRING			financování staveb- ČOV-kanalizace
00252000-63998980-20240320-20270320-354000		2024	354000			354000.00 			12,29	FIXED	FIXED_NOSTRING			pořízení osobního automobilu ŠKODA KAROG
00252107-00001350-20080325-20240424-6000000		2024	6000000			6000000.00 			10,14 od 3/23	FIXED	VARIABLE_STRING			výstavba bytových domů
00252107-00001350-20080325-20280221-6000000		2022 + 2023	6000000	6000000.00 	6000000.00 		2.39	2,39 (1-2/2023 a 10,14  (3-12/2023)		VARIABLE	VARIABLE_STRING	výstavba bytových domů	výstavba bytových domů	
00252107-45244782-20121115-20270920-2700000		2022 + 2023 + 2024	2700000	2700000.00 	2700000.00 	2700000.00 	1,28	1,28	1,28	FIXED	FIXED_NOSTRING	nákup nemovitostí	nákup nemovitostí	nákup nemovitostí
00252107-45244782-20191202-20271220-12000000		2022 + 2023 + 2024	12000000	12000000.00 	12000000.00 	12000000.00 	2,05	2,05	2,05	FIXED	FIXED_NOSTRING	financování projektu Modenizace ZŠ Borotín	financování projektu Modenizace ZŠ Borotín	financování projektu Modenizace ZŠ Borotín
00252140-45244782-20070613-20270320-4800000		2022 + 2023 + 2024	4800000	4800000.00 	4800000.00 	4800000.00 	2,92	2,92	2,92	FIXED	FIXED_NOSTRING	obecní byty	obecní byty	Obecní byty
00252140-45244782-20181214-20250820-800000		2022 + 2023 + 2024	800000	800000.00 	800000.00 	800000.00 	2,48	2,48	2,48	FIXED	FIXED_NOSTRING	oprava místní komunikace	oprava místní komunikace	Oprava komunikace
00252140-45244782-20191218-20241130-550000		2022 + 2023	550000	550000.00 	550000.00 		2,25	2,25		FIXED	FIXED_NOSTRING	hřiště a kulturní dům	Hřiště a kulturní dům	
00252140-45244782-20220630-20270630-799810		2022 + 2023 + 2024	799810	799810.00 	799810.00 	799810.00 	7,31	7,31	7,31	FIXED	FIXED_NOSTRING	pořízení jeřábu a oprava vod.	Pořízení  jeřábu	Pořízení jeřábu
00252140-45244782-20240412-20340228-2500000		2024	2500000			2500000.00 			3,69	FIXED	FIXED_NOSTRING			Prodejna  Budislav
00252140-45317054-20141216-20230630-1500000		2022 + 2023	1500000	1500000.00 	1500000.00 		0,71	0,71		FIXED	FIXED_NOSTRING	vodovod a místní komunikace	vodovod a místní komunikace	
00252166-65050541-20231102-20331231-5000000		2023 + 2024	5000000		5000000.00 	5000000.00 		0	0	FIXED	FIXED_NOSTRING		PP Vodovodní síť Dírná, Závsí, Záříčí a Nová Ves	PP Vodovodní síť Dírná
00252239-45317054-20070321-20271231-13000000		2022 + 2023 + 2024	13000000	12798397.00 	12798397.00 	12798397.00 	1M PRIBOR + 0,17 % p.a.	1M PRIBOR + 0,17 % p.a.	1M PRIBOR + 0,17 % p.a.	FIXED	VARIABLE_STRING	Výstavba bytového domu čp. 260	Výstavba bytového domu čp. 260	Výstavba bytového domu čp. 260
00252239-45317054-20220112-20480531-23000000		2022 + 2023 + 2024	23000000	23000000.00 	23000000.00 	23000000.00 	2,51 % p.a.	2,51 % p.a.	2,51 % p.a.	FIXED	FIXED_NOSTRING	Výstavba Komunitního domu pro seniory a jeho okolí	Výstavba Komunitního domu pro seniory a jeho okolí	Výstavba Komunitního domu pro seniory a jeho okolí
00252352-00000111-20010803-20220531-2750000		2022	2750000	2750000.00 			0			FIXED	FIXED_NOSTRING	bytová výstavba		
00252352-45244782-20120912-20220615-4700000		2022	4700000	4700000.00 			0			FIXED	FIXED_NOSTRING	přístavba MŠ		
00252352-45244782-20190614-20221231-6000000		2022	6000000	6000000.00 			0			FIXED	FIXED_NOSTRING	nákup pozemků		
00252387-45244782-20200228-20241220-10000000		2022 + 2023 + 2024	10000000	9947084.43 	9947084.43 	9947084.43 	2,15	2,15	2,15	FIXED	FIXED_NOSTRING	Výstavba tělocvičny při ZŠ	Výstavba tělocvičny při ZŠ	Výstavba tělocvičny při ZŠ
00252387-45317054-20240703-20390520-10000000		2024	10000000			10000000.00 			4,40	FIXED	FIXED_NOSTRING			Modernizace gastroprovozu v ZŠ Chýnov a další stavební práce Design & Build
00252425-00001350-20170726-20370627-7000000		2022 + 2023 + 2024	7000000	0.00 	0.00 	0.00 	PRIBOR 7-denní a marže 0,6%	PRIBOR 7-denní a marže 0,6%	PRIBOR 7-denní a marže 0,6%	FIXED	VARIABLE_STRING	kontokorentní úvěr	kontokorentní úvěr	kontokorentní úvěr
00252425-00001350-20200908-20310526-10000000		2022 + 2023 + 2024	10000000	9882274.21 	9882274.21 	9882274.21 	1,22	1,22	1,22	FIXED	FIXED_NOSTRING	dofinancování výstavby bytového domu Jistebnice	dofinancování výstavby bytového domu Jistebnice	dofinancování výstavby bytového domu Jistebnice
00252425-45317054-20230505-20450630-70000000		2023 + 2024	70000000		0.00 	0.00 		1 M PRIBOR a 0,1% z jistiny	1 M PRIBOR a 0,1% z jistiny	FIXED	VARIABLE_STRING		dofinancování projektu Jistebnice kanalizace a ČOV	dofinancování projektu Jistebnice kanalizace a ČOV
00252522-00001350-20150717-20250720-9000000		2022 + 2023 + 2024	9000000	8960114.00 	8960114.00 	8960114.00 	1,49	1,49	1.49	FIXED	FIXED_NOSTRING	Oprava místních komunikací v Čenkově u Malšic, stavební úpravy a bezbarierové řešení ZŠ v Malšicích	Oprava místních komunikací v Čenkově u Malšic, stavební úpravy a bezbariérové řešení ZŠ v Malšicích	Oprava místních komunikací v Čenkově u Malšic, stavební úpravy a bezbarierové řešení ZŠ v Malšicích
00252557-45317054-20241213-20271113-30000000		2024	30000000			0.00 			1M pribor + 0,045%	FIXED	VARIABLE_STRING			investice - zasíťování stavebních pozemků
00252638-45317054-20110919-20220125-12500000		2022	12500000	12500000.00 			9,5			FIXED	FIXED_NOSTRING	restrukturalizace úvěru u Doublebské družstevní záložna a provozní potřeby		
00252654-45244782-20150331-20251231-45000000		2022 + 2023	45000000	45000000.00 	45000000.00 		0,87	0,87		FIXED	FIXED_NOSTRING	Stavební úpravy sokolovny	Stavební úpravy sokolovny	
00252671-45317054-20210224-20301231-2000000		2022 + 2023 + 2024	2000000	2000000.00 	2000000.00 	2000000.00 	0,55	0	0	VARIABLE	FIXED_NOSTRING	Stavební úpravy	Stavební úpravy	Stavební úpravy
00252719-49021117-20230516-20330531-3000000		2023 + 2024	3000000		3000000.00 	3000000.00 		0	0	FIXED	FIXED_NOSTRING		VODOVOD	VODOVOD
00252735-45317054-20210115-20491231-30000000		2022 + 2023	30000000	2828449.00 	2828449.00 		0	0		FIXED	FIXED_NOSTRING	financování investičních akcí	financování investičních akcí	
00252735-45317054-20210115-20501231-30000000		2024	30000000			2828449.00 			0	FIXED	FIXED_NOSTRING			financování investičních akcí
00252786-45244782-20230926-20330630-9000000		2023 + 2024	9000000		7908061.21 	8580633.61 		7,02	7,02	FIXED	FIXED_NOSTRING		investiční úvěr - projekt dostavba kanalizace a čov	investiční úvěr - projekt dostavba kanalizace a čov
00252786-49241494-20210713-20260620-758200		2022 + 2023 + 2024	758200	758200.00 	758200.00 	758200.00 	2,76	2,76	2,76	FIXED	FIXED_NOSTRING	investiční úvěr - pořízení lesní techniky	investiční úvěr - pořízení lesní techniky	investiční úvěr - pořízení lesní techniky
00252794-00001350-20120628-20120531-5000000		2022	5000000	5000000.00 			2,33			FIXED	FIXED_NOSTRING	Rekonstrukce úpraven vody a výstavba vrtané studny-Ratibořské Hory		
00252816-45317054-20180827-20280731-13000000		2022 + 2023	13000000	13000000.00 	13000000.00 		pohyblivá,1M PRIBOR+0,29% p.a. z jistiny	pohyblivá, 1M PRIBOR+0,29% p.a. z jistin		VARIABLE	VARIABLE_STRING	"profinancování akce ""Komunitní centrum Roudná"""	"profinancování akce ""Komunitní centrum Roudná"""	
00252859-45244782-20170908-20231231-40000000		2022	40000000	35379371.10 			1,53			FIXED	FIXED_NOSTRING	"Projekt ""výstavba domus pečovatelskou službou pro seniory s denním stacionářem, Sezimovo Ústí"""		
00252921-45244782-20210503-20261231-40000000		2022 + 2023	40000000	33470198.09 	33470198.09 		1,69	1,69		FIXED	FIXED_NOSTRING	Investiční akce - Nástavba Senior-domu v Soběslavi	Investiční akce - Nástavba Senior-domu v Soběslavi	
00252930-49021117-20211031-20311031-4000000		2022 + 2023 + 2024	4000000	4000000.00 	4000000.00 	4000000.00 	0	0	0	FIXED	FIXED_NOSTRING	Vodovod Křída Slavňovice Hájky	Vodovod Křída Slavňovice Hájky	Vodovod Křída Slavňovice Hájky
00253014-00001350-20191213-20371231-200000000		2022 + 2023 + 2024	200000000	200000000.00 	200000000.00 	200000000.00 	0,935 %	0,935 %	0,935 %	FIXED	FIXED_NOSTRING	Výstavba Centra pro seniory	Výstavba Centra pro seniory	Výstavba Centra pro seniory
00253014-45244782-20091104-20220520-68000000		2022	68000000	68000000.00 			1M PRIBOR + marže 0,33 %			FIXED	VARIABLE_STRING	Odpočinkové zóny Komora a Jordán v Táboře		
00253014-45244782-20100902-20220520-47000000		2022	47000000	39176405.60 			1M PRIBOR + marže 0,60 %			FIXED	VARIABLE_STRING	Regenerace panelových domů		
00253014-45317054-20010427-20221225-22000000		2022	22000000	21309163.00 			1,55 %			FIXED	FIXED_NOSTRING	Rekonstrukce čp. 14		
00253014-45317054-20030619-20250125-30000000		2022 + 2023 + 2024	30000000	30000000.00 	30000000.00 	30000000.00 	1,55 %	1,55 %	1,55 %	FIXED	FIXED_NOSTRING	Výstavba DPS Tábor - Čekanice	Výstavba DPS Tábor - Čekanice	Výstavba DPS Tábor - Čekanice
